"Response_ID","Date_submitted","Last_page","Start_language","Date_started","Date_last_action","IP_address","Referrer_URL","Which_part_of_the_NHS_do_you_mainly_work_in?","Which_part_of_the_NHS_do_you_mainly_work_in?_[Other]","What_is_your_main_job/role_within_the_NHS?","What_is_your_main_job/role_within_the_NHS?_[Other]","Can_you_access_WiFi_in_your_place_of_NHS_work?","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[I_can_connect_to_WiFi_with_my_own_device_(BYOD)]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[I_can_connect_to_WiFi_with_a_work-provided_device]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_requires_login_on_a_web_page_after_device_connects_to_WiFi_network]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[I_have_access_to_EduRoam,_the_academic_WiFi_network]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_is_provided_by_a_commercial_service_(WiFispark,_BT_OpenZone,_The_Cloud_etc)]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_access_is_free]","Which_of_the_following_apply_to_your_experience_of_WiFi_access_at_your_usual_place_of_NHS_work?_[WiFi_access_works_in_most_areas_of_my_workplace_that_I_need_it_to.]","Please_provide_some_further_information:_[WiFi_access_is_only_for_work_devices_and_I_haven't_been_provided_with_one]","Please_provide_some_further_information:_[WiFi_isn't_required_-_internet_and_clinical_record_access_via_Desktop_PCs_is_sufficient]","Please_provide_some_further_information:_[There_are_no_WiFi_networks_at_all]","Please_provide_some_further_information:_[There_is_a_good_mobile_data_signal_(ie_3G,_4G)_in_my_place_of_work]","Please_provide_some_further_information:_[Other]","Do_you_think_access,_or_lack_of_access,_to_WiFi_during_your_NHS_work_affects_the_care_you_can_provide_for_your_patients?","Do_you_think_access,_or_lack_of_access,_to_WiFi_during_your_NHS_work_affects_the_care_you_can_provide_for_your_patients?_-_comment","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Medical_knowledge_resources]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Personal_email]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Trust_Intranet_access]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Work_email/NHSMail]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Mobile_electronic_medical_record_access]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Order_tests_for_patients]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Getting_results_of_patients'_tests]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Patients'_demographic_details_&_location_tracking]","OPTIONAL:_What_can_you_already_do,_and_what_would_you_like_to_be_able_to_do_with_WiFi_access_at_your_workplace?_[Social_Media/Social_Networking]","Which_of_the_following_best_describes_Patient/Visitor_access_to_WiFi_at_your_place_of_NHS_work:","Which_of_the_following_best_describes_Patient/Visitor_access_to_WiFi_at_your_place_of_NHS_work:_[Other]","OPTIONAL:_What_is_the_postcode_of_the_NHS_organisation_at_which_you_do_most_of_your_work?","OPTIONAL:_do_you_have_any_comments_on_WiFi_access_for_staff_or_patients_in_the_NHS?","Total_time","Group_time:_WiFi_in_your_Workplace","Question_time:_NHSSECTOR","Question_time:_JOBROLE","Question_time:_YESNOWIFI","Question_time:_YESWIFI","Question_time:_NOWIFI","Question_time:_CAREQUALITY","Question_time:_DOWITHWIFI","Question_time:_Q0009","Question_time:_POSTCODE","Question_time:_COMMENTS"
"1220","2014-09-24 19:40:09","1","en","2014-09-24 19:34:50","2014-09-24 19:40:09","90.245.71.120","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other Clinical staff","","Yes","Yes","No","No","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","A handheld device with wifi would be best ","I can do this already","I don't need to do this","I can do this already","I can do this already","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I can do this already","WiFi for patients and visitors is free without registration","","dg14ap","Wifi is fine it is the use of it to prevent replication of documents & new technology which would help","319.44","","","","","","","","","","",""
"1218","2014-09-24 19:16:24","1","en","2014-09-24 19:14:46","2014-09-24 19:16:24","194.176.105.144","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Doctor","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","","Access to WiFi  would improve the care I provide","","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I want to be able to do this","No WiFi for patients or visitors","","EN5 3DJ","NHS is in the stone age regarding IT","98.86","","","","","","","","","","",""
"407","2014-09-18 20:07:31","1","en","2014-09-18 20:03:33","2014-09-18 20:07:30","89.240.31.174","","Secondary Care / Hospital","","Doctor","","Yes","No","Yes","No","No","No","No","No","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I want to be able to do this","I can do this already","","I can do this already","","","","","I want to be able to do this","No WiFi for patients or visitors","","B15 2Th","","237.35","","","","","","","","","","",""
"1217","2014-09-24 19:15:05","1","en","2014-09-24 19:12:27","2014-09-24 19:15:05","149.254.186.52","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Primary Care / GP","","IT Professional","","Yes","Yes","Yes","Yes","No","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","WiFi for patients and visitors is free with registration","","Dn20 8gs","","157.98","","","","","","","","","","",""
"1216","2014-09-24 18:55:29","1","en","2014-09-24 18:52:22","2014-09-24 18:55:29","212.183.128.108","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Doctor","","Yes","No","No","Yes","No","No","No","No","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","No WiFi for patients or visitors",""," EN5 3DJ","","187.14","","","","","","","","","","",""
"414","2014-09-18 20:07:45","1","en","2014-09-18 20:06:12","2014-09-18 20:07:45","194.176.105.132","","Secondary Care / Hospital","","Doctor","","Yes","Yes","No","Yes","No","Yes","No","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","WiFi for patients and visitors is open but chargeable/non-free","","","","93.11","","","","","","","","","","",""
"416","2014-09-18 20:12:41","1","en","2014-09-18 20:07:20","2014-09-18 20:12:41","81.133.125.242","http://t.co/KsfHKj0wlx","Community Services","","Other Clinical staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","Yes","No","","I am not sure what effect access to WiFi would have","Not on electronic records yet, desktops available but slow. No budget to replace or upgrade","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","No WiFi for patients or visitors","","ca28 8jg","","320.08","","","","","","","","","","",""
"1214","2014-09-24 18:16:00","1","en","2014-09-24 18:13:31","2014-09-24 18:16:00","194.176.105.153","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other Clinical staff","","Yes","No","Yes","No","No","No","No","No","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I don't need to do this","I can do this already","I can do this already","I can do this already","I don't need to do this","I can do this already","I can do this already","I don't need to do this","No WiFi for patients or visitors","","","The Trust is currently working on Patient WiFi","149.37","","","","","","","","","","",""
"1213","2014-09-24 18:06:24","1","en","2014-09-24 18:04:39","2014-09-24 18:06:24","194.176.105.132","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Primary Care / GP","","Doctor","","Yes","Yes","Yes","No","No","No","Yes","No","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I can do this already","I want to be able to do this","I can do this already","I want to be able to do this","I can do this already","I can do this already","I can do this already","I can do this already","No WiFi for patients or visitors","","sk11 6jl","","104.55","","","","","","","","","","",""
"1212","2014-09-24 18:05:25","1","en","2014-09-24 18:02:01","2014-09-24 18:05:25","194.176.105.132","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Manager/Executive","","Yes","Yes","No","Yes","No","No","Yes","No","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I can do this already","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","WiFi for patients and visitors is free with registration","","rg9","","204.06","","","","","","","","","","",""
"1211","2014-09-24 17:48:06","1","en","2014-09-24 17:42:35","2014-09-24 17:48:06","86.26.161.142","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Manager/Executive","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","","Access to WiFi  would improve the care I provide","There is huge unused potential is staff members pockets - their own smartphones. Let us use them!","","","I want to be able to do this","I want to be able to do this","","","","","I want to be able to do this","WiFi for patients and visitors is free with registration","","Wc1n3jh","Access for patients and families is unnecessarily difficult to access and very bureaucratic. In this age, it should be simple and quick.  ","331.83","","","","","","","","","","",""
"1210","2014-09-24 17:45:48","1","en","2014-09-24 17:40:13","2014-09-24 17:45:48","62.255.241.85","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Manager/Executive","","Yes","No","Yes","No","No","No","No","No","N/A","N/A","N/A","N/A","","Access to WiFi would have no effect","","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","I don't need to do this","I don't need to do this","I don't need to do this","I want to be able to do this","WiFi for patients and visitors is open but chargeable/non-free","","RG1 5AN","I was recentley an inpatient at a local private hospital which provided free Wi-Fi for patients. My stay in hospital was greatly enhanced by being able to use my tablet to communicate by email and social media during my stay.
I think it is appalling that patients in this hospital should be charged for this service","334.77","","","","","","","","","","",""
"1169","2014-09-24 09:29:02","1","en","2014-09-24 09:23:41","2014-09-24 09:29:02","86.15.36.118","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Community Services","","Other","Midwife","Yes","Yes","No","Yes","No","No","No","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","Makes my work more efficient. I don't have to wait for a computer to be available. I can plan my day in advance on my smartphone and then use it all day to stay on track. 
It helps me access work emails instantly. ","I want to be able to do this","I can do this already","I want to be able to do this","I can do this already","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I can do this already","WiFi for patients and visitors is open but chargeable/non-free","","Se5 9rs","It is essential. In some areas of our hospital it is provided by the university. Other areas have trust wifi. It can be patchy. But it makes my day so much easier. 
I would love it though, if we had a trust app to access policies and guidelines. ","320.65","","","","","","","","","","",""
"1166","2014-09-24 08:52:01","1","en","2014-09-24 08:44:42","2014-09-24 08:52:01","213.205.232.17","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Other","Midwife","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","","Access to WiFi  would improve the care I provide","Sometimes there are no available computers and I would show patients evidence based practice on my phone also the language barrier could be broken with mobile access to such sites as google translate - desktop pcs are not mobile and the patient needs to see the screen ","I want to be able to do this","I don't need to do this","I can do this already","I can do this already","I want to be able to do this","I can do this already","I can do this already","I don't need to do this","I want to be able to do this","No WiFi for patients or visitors","","Fy3 8nR ","Yes it seems to be a hierarchical system - senior nurses and clinicians have access but not other staff - should be equal as the main issue is to improve care which Wi-fi would be an integral part of ","438.59","","","","","","","","","","",""
"456","2014-09-18 21:54:01","1","en","2014-09-18 21:40:59","2014-09-18 21:54:01","90.215.123.74","","Secondary Care / Hospital","","Other Clinical staff","","Yes","No","Yes","No","No","No","No","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I don't need to do this","I can do this already","I can do this already","I want to be able to do this","I can do this already","I can do this already","I can do this already","I don't need to do this","I don't know","","DN2 5LT","Clinical use of wifi needs very careful planning and intelligent installation.  Our phlebotomy staff use a module in the ICE order comms package to scan ID bands, obtain demographics & test details wirelessly from the server then label sample tubes. Initially this was a big patient safety problem because the IT team did not appreciate the impact of placing a PC and it's wifi antenna inside a metal cart.  Where wifi signal is blotted out there were examples of the server access failing and samples being labeled with the previous patient's details. Needs a software re-write so it fails safe but is already safer with more sensible antenna positioning and a strong wifi signal.  Battery life is also a major problem when the devices are used all day. Certainly cannot manage 24/7.","782.44","","","","","","","","","","",""
"1164","2014-09-24 07:57:51","1","en","2014-09-24 07:56:46","2014-09-24 07:57:51","86.140.63.56","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Primary Care / GP","","Doctor","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","","Access to WiFi  would improve the care I provide","","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","No WiFi for patients or visitors","","","","65.38","","","","","","","","","","",""
"1163","2014-09-24 07:20:25","1","en","2014-09-24 07:18:14","2014-09-24 07:20:25","92.30.184.175","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Administrative Staff","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Yes","No","No","No","","I am not sure what effect access to WiFi would have","","I can do this already","I can do this already","I can do this already","I can do this already","I can do this already","I don't need to do this","I can do this already","I don't need to do this","I want to be able to do this","I don't know","","NE63 9JJ","","131.67","","","","","","","","","","",""
"1162","2014-09-24 07:16:55","1","en","2014-09-24 07:14:26","2014-09-24 07:16:55","86.22.30.230","http://bawmedical.co.uk/lime/index.php/696915/lang-en","Secondary Care / Hospital","","Nurse","","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","N/A","N/A","N/A","N/A","","Access to WiFi  would improve the care I provide","","I can do this already","I want to be able to do this","I can do this already","I can do this already","I want to be able to do this","I want to be able to do this","I want to be able to do this","I want to be able to do this","I don't need to do this","WiFi for patients and visitors is open but chargeable/non-free","","ts4 3bw","","148.26","","","","","","","","","","",""
